MCS.ID	synonyms	gene.ID	gene.symbol	uniprot	species	MCS	location.literature.	cell.line.tissue	Experimental.Method	source.number	PMID-1	Description-1	Evidences-1	PMID-2	Description-2	Evidences-2	PMID-3	Description-3	Evidences-3	PMID-4	Description-4	Evidences-4	PMID-5	Description-5	Evidences-5	PMID-6	Description-6	Evidences-6	PMID-7	Description-7	Evidences-7	PMID-8	Description-8	Evidences-8	PMID-9	Description-9	Evidences-9	PMID-10	Description-10	Evidences-10	PMID-11	Description-11	Evidences-11	PMID-12	Description-12	Evidences-12
HMCS00906	TKTL1; TKR; TKT2	8277	TKTL1	P51854	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00907	LUM; LDC; SLRR2D	4060	LUM	P51884	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00908	PRELP; SLRR2A	5549	PRELP	P51888	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00909	HNRNPA3; HNRPA3	220988	HNRNPA3	P51991	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00910	PGD; PGDH	5226	PGD	P52209	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00911	HNRNPM; HNRPM; NAGR1	4670	HNRNPM	P52272	Human	ER-MT; MT-ER	NA	Huh7 cells; Huh7.5 cells; PH5CH8 cells; Human testis	Mass-spectrometric techniques	2	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00912	KPNA2; RCH1; SRP1	3838	KPNA2	P52292	Human	ER-MT; MT-ER	ER	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00913	ARHGDIA; GDIA1	396	ARHGDIA	P52565	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00914	HNRNPF; HNRPF	3185	HNRNPF	P52597	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00915	MSH6; GTBP	2956	MSH6	P52701	Human	ER-MT; MT-ER	NA	Huh7 cells; Huh7.5 cells; PH5CH8 cells; Human testis	Mass-spectrometric techniques	2	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00916	KIF11; EG5; KNSL1; TRIP5	3832	KIF11	P52732	Human	ER-MT; MT-ER	NA	Huh7 cells; Huh7.5 cells; PH5CH8 cells	Mass-spectrometric techniques	1	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00917	RIDA; HRSP12	10247	RIDA	P52758	Human	ER-MT; MT-ER	MT	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00918	MRPL12; MRPL7; RPML12	6182	MRPL12	P52815	Human	ER-MT; MT-ER	MT	Huh7 cells; Huh7.5 cells; PH5CH8 cells; Human testis	Mass-spectrometric techniques	2	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00919	CAPZA1	829	CAPZA1	P52907	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00920	HMGA2; HMGIC	8091	HMGA2	P52926	Human	ER-MT; MT-ER	NA	Huh7 cells; Huh7.5 cells; PH5CH8 cells	Mass-spectrometric techniques	1	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00921	NUP98; ADAR2	4928	NUP98	P52948	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00922	ACLY	47	ACLY	P53396	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00923	SUCLG1	8802	SUCLG1	P53597	Human	ER-MT; MT-ER	MT	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00924	AP2S1; AP17; CLAPS2	1175	AP2S1	P53680	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00925	HCCS; CCHL	3052	HCCS	P53701	Human	ER-MT; MT-ER	MT	Huh7 cells; Huh7.5 cells; PH5CH8 cells; Human testis	Mass-spectrometric techniques	2	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00926	PTTG1IP; C21orf1; C21orf3	754	PTTG1IP	P53801	Human	ER-MT; MT-ER	NA	Huh7 cells; Huh7.5 cells; PH5CH8 cells	Mass-spectrometric techniques	1	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00927	SLC16A1; MCT1	6566	SLC16A1	P53985	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00928	IST1; KIAA0174	9798	IST1	P53990	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00929	SUB1; PC4; RPO2TC1	10923	SUB1	P53999	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00930	RARS1; RARS	5917	RARS1	P54136	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00931	YARS1; YARS	8565	YARS1	P54577	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00932	HSPA2	3306	HSPA2	P54652	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00933	ATP1B3	483	ATP1B3	P54709	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00934	GALC	2581	GALC	P54803	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00935	HMGCS2	3158	HMGCS2	P54868	Human	ER-MT; MT-ER	MT	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00936	ALDH18A1; GSAS; P5CS; PYCS	5832	ALDH18A1	P54886	Human	ER-MT; MT-ER	MT	Huh7 cells; Huh7.5 cells; PH5CH8 cells; Human testis	Mass-spectrometric techniques	2	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00937	NAPA; SNAPA	8775	NAPA	P54920	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00938	MFAP2; MAGP1	4237	MFAP2	P55001	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00939	CSE1L; CAS; XPO2	1434	CSE1L	P55060	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00940	MFAP4	4239	MFAP4	P55083	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00941	HADHB; MSTP029	3032	HADHB	P55084	Human	ER-MT; MT-ER	MT; ER	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00942	MANF; ARMET; ARP	7873	MANF	P55145	Human	ER-MT; MT-ER	ER	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00943	AFDN; AF6; MLLT4	4301	AFDN	P55196	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00944	NAP1L1; NRP	4673	NAP1L1	P55209	Human	ER-MT; MT-ER	NA	Huh7 cells; Huh7.5 cells; PH5CH8 cells; Human testis	Mass-spectrometric techniques	2	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00945	ADAR; ADAR1; DSRAD; G1P1; IFI4	103	ADAR	P55265	Human	ER-MT; MT-ER	NA	Huh7 cells; Huh7.5 cells; PH5CH8 cells; Human testis	Mass-spectrometric techniques	2	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00946	LAMB2; LAMS	3913	LAMB2	P55268	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
