"","group_id","desc","varname"
"4074","1155","Integrator-RNAPII complex","INTS4"
"4075","1155","Integrator-RNAPII complex","INTS2"
"4076","1155","Integrator-RNAPII complex","INTS9"
"4077","1155","Integrator-RNAPII complex","INTS7"
"4078","1155","Integrator-RNAPII complex","INTS10"
"4079","1155","Integrator-RNAPII complex","INTS6"
"21245","1155","Integrator-RNAPII complex","POLR2"
"21247","1155","Integrator-RNAPII complex","INTS11"
"21248","1155","Integrator-RNAPII complex","RC68"
"21249","1155","Integrator-RNAPII complex","C1orf193"
"21250","1155","Integrator-RNAPII complex","C1orf60"
"21251","1155","Integrator-RNAPII complex","KIAA1698"
"21252","1155","Integrator-RNAPII complex","C8orf52"
"21253","1155","Integrator-RNAPII complex","KIAA1440"
"21254","1155","Integrator-RNAPII complex","PHF22"
"21256","1155","Integrator-RNAPII complex","KIAA1287"
"21257","1155","Integrator-RNAPII complex","RC74"
"21258","1155","Integrator-RNAPII complex","C1orf73"
"21259","1155","Integrator-RNAPII complex","C8orf35"
"21260","1155","Integrator-RNAPII complex","DBI1"
"21261","1155","Integrator-RNAPII complex","DDX26"
"21262","1155","Integrator-RNAPII complex","DDX26A"
"4080","1158","p33ING1b-p300 complex","EP300"
"4081","1158","p33ING1b-p300 complex","ING1"
"21263","1158","p33ING1b-p300 complex","P300"
"4082","1159","p33ING1b-HDAC1 complex","HDAC1"
"4083","1159","p33ING1b-HDAC1 complex","ING1"
"21265","1159","p33ING1b-HDAC1 complex","RPD3L1"
"325","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","CBX4"
"326","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","SMARCA5"
"327","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","HSPA1A"
"328","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","YY1"
"329","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","BMI1"
"330","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","PHC1"
"331","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","RING1"
"332","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","CBX2"
"333","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","PHC2"
"334","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","PHC3"
"335","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","SCMH1"
"336","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","RNF2"
"337","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","CBX8"
"12924","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","SNF2H"
"12926","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","WCRF135"
"12927","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","HSPA1"
"12929","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","HSX70"
"12931","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","HSP70-1A"
"12932","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","INO80S"
"12933","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","PCGF4"
"12934","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","RNF51"
"12935","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","EDR1"
"12936","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","PH1"
"12937","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","RNF1"
"12939","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","EDR2"
"12940","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","PH2"
"12941","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","EDR3"
"12942","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","PH3"
"12944","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","BAP1"
"12945","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","DING"
"12946","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","HIPI3"
"12947","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","RING1B"
"12948","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","PC3"
"12949","116","Polycomb repressive complex 1 (PRC1, hPRC-H)","RC1"
"4084","1160","ING1-p300-PCNA complex","PCNA"
"4085","1160","ING1-p300-PCNA complex","EP300"
"4086","1160","ING1-p300-PCNA complex","ING1"
"21268","1160","ING1-p300-PCNA complex","P300"
"4087","1162","Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)","RBX1"
"4088","1162","Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)","CUL4A"
"4089","1162","Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)","CUL4B"
"4090","1162","Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)","DDB1"
"4091","1162","Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)","DDB2"
"21270","1162","Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)","RNF75"
"21272","1162","Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)","ROC1"
"21274","1162","Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)","KIAA0695"
"21275","1162","Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)","XAP1"
"4092","1163","ING1-PCNA complex","PCNA"
"4093","1163","ING1-PCNA complex","ING1"
"4094","1165","RNF20-RNF40-UbE2E1 complex","RNF40"
"4095","1165","RNF20-RNF40-UbE2E1 complex","UBE2E1"
"4096","1165","RNF20-RNF40-UbE2E1 complex","RNF20"
"21279","1165","RNF20-RNF40-UbE2E1 complex","BRE1B"
"21280","1165","RNF20-RNF40-UbE2E1 complex","KIAA0661"
"21281","1165","RNF20-RNF40-UbE2E1 complex","UBCH6"
"21282","1165","RNF20-RNF40-UbE2E1 complex","BRE1A"
"4097","1166","p400-associated complex","ACTL6A"
"4098","1166","p400-associated complex","ACTB"
"4099","1166","p400-associated complex","EP400"
"4100","1166","p400-associated complex","RUVBL2"
"4101","1166","p400-associated complex","RUVBL1"
"4102","1166","p400-associated complex","TRRAP"
"21283","1166","p400-associated complex","BAF53"
"21285","1166","p400-associated complex","BAF53A"
"21287","1166","p400-associated complex","INO80K"
"21289","1166","p400-associated complex","CAGH32"
"21291","1166","p400-associated complex","KIAA1498"
"21293","1166","p400-associated complex","KIAA1818"
"21295","1166","p400-associated complex","TNRC12"
"21297","1166","p400-associated complex","p400"
"21298","1166","p400-associated complex","INO80J"
"21300","1166","p400-associated complex","TIP48"
"21302","1166","p400-associated complex","TIP49B"
"21303","1166","p400-associated complex","INO80H"
"21305","1166","p400-associated complex","NMP238"
"21307","1166","p400-associated complex","TIP49"
"21309","1166","p400-associated complex","TIP49A"
"21310","1166","p400-associated complex","PAF400"
"4103","1167","Paf complex","CDC73"
"4104","1167","Paf complex","CTR9"
"4105","1167","Paf complex","PAF1"
"4106","1167","Paf complex","LEO1"
"4107","1167","Paf complex","WDR61"
"21311","1167","Paf complex","C1orf28"
"21312","1167","Paf complex","HRPT2"
"21313","1167","Paf complex","KIAA0155"
"21314","1167","Paf complex","SH2BP1"
"21315","1167","Paf complex","PD2"
"21316","1167","Paf complex","RDL"
"4108","1168","SKI complex","SKIV2L"
"4109","1168","SKI complex","TTC37"
"4110","1168","SKI complex","WDR61"
"21318","1168","SKI complex","DDX13"
"21319","1168","SKI complex","SKI2W"
"21320","1168","SKI complex","SKIV2"
"21321","1168","SKI complex","W"
"21322","1168","SKI complex","KIAA0372"
"4111","1169","SNARE complex (STX4, VAMP8, VAMP3, SNAP23)","SNAP23"
"4112","1169","SNARE complex (STX4, VAMP8, VAMP3, SNAP23)","STX4"
"4113","1169","SNARE complex (STX4, VAMP8, VAMP3, SNAP23)","VAMP3"
"4114","1169","SNARE complex (STX4, VAMP8, VAMP3, SNAP23)","VAMP8"
"21325","1169","SNARE complex (STX4, VAMP8, VAMP3, SNAP23)","STX4A"
"21326","1169","SNARE complex (STX4, VAMP8, VAMP3, SNAP23)","SYB3"
"338","117","GPR56-CD81-Galpha(q/11)-Gbeta complex","GNA11"
"339","117","GPR56-CD81-Galpha(q/11)-Gbeta complex","GNAQ"
"340","117","GPR56-CD81-Galpha(q/11)-Gbeta complex","CD81"
"341","117","GPR56-CD81-Galpha(q/11)-Gbeta complex","GNB1"
"342","117","GPR56-CD81-Galpha(q/11)-Gbeta complex","ADGRG1"
"12950","117","GPR56-CD81-Galpha(q/11)-Gbeta complex","GA11"
"12951","117","GPR56-CD81-Galpha(q/11)-Gbeta complex","GAQ"
"12952","117","GPR56-CD81-Galpha(q/11)-Gbeta complex","TAPA1"
"12954","117","GPR56-CD81-Galpha(q/11)-Gbeta complex","TSPAN28"
"12956","117","GPR56-CD81-Galpha(q/11)-Gbeta complex","GPR56"
"12958","117","GPR56-CD81-Galpha(q/11)-Gbeta complex","TM7LN4"
"12960","117","GPR56-CD81-Galpha(q/11)-Gbeta complex","TM7XN1"
"4115","1170","c-MYC-ATPase-helicase complex","ACTL6A"
"4116","1170","c-MYC-ATPase-helicase complex","MYC"
"4117","1170","c-MYC-ATPase-helicase complex","RUVBL2"
"4118","1170","c-MYC-ATPase-helicase complex","RUVBL1"
"4119","1170","c-MYC-ATPase-helicase complex","TRRAP"
"21328","1170","c-MYC-ATPase-helicase complex","BAF53"
"21330","1170","c-MYC-ATPase-helicase complex","BAF53A"
"21332","1170","c-MYC-ATPase-helicase complex","INO80K"
"21333","1170","c-MYC-ATPase-helicase complex","BHLHE39"
"21336","1170","c-MYC-ATPase-helicase complex","c-Myc"
"21337","1170","c-MYC-ATPase-helicase complex","INO80J"
"21339","1170","c-MYC-ATPase-helicase complex","TIP48"
"21341","1170","c-MYC-ATPase-helicase complex","TIP49B"
"21342","1170","c-MYC-ATPase-helicase complex","INO80H"
"21344","1170","c-MYC-ATPase-helicase complex","NMP238"
"21346","1170","c-MYC-ATPase-helicase complex","TIP49"
"21348","1170","c-MYC-ATPase-helicase complex","TIP49A"
"21349","1170","c-MYC-ATPase-helicase complex","PAF400"
"4120","1171","c-MYC-ATPase-helicase complex","ACTL6A"
"4121","1171","c-MYC-ATPase-helicase complex","MYC"
"4122","1171","c-MYC-ATPase-helicase complex","RUVBL2"
"4123","1171","c-MYC-ATPase-helicase complex","RUVBL1"
"4124","1171","c-MYC-ATPase-helicase complex","TRRAP"
"21350","1171","c-MYC-ATPase-helicase complex","BAF53"
"21352","1171","c-MYC-ATPase-helicase complex","BAF53A"
"21354","1171","c-MYC-ATPase-helicase complex","INO80K"
"21355","1171","c-MYC-ATPase-helicase complex","BHLHE39"
"21358","1171","c-MYC-ATPase-helicase complex","c-Myc"
"21359","1171","c-MYC-ATPase-helicase complex","INO80J"
"21361","1171","c-MYC-ATPase-helicase complex","TIP48"
"21363","1171","c-MYC-ATPase-helicase complex","TIP49B"
"21364","1171","c-MYC-ATPase-helicase complex","INO80H"
"21366","1171","c-MYC-ATPase-helicase complex","NMP238"
"21368","1171","c-MYC-ATPase-helicase complex","TIP49"
"21370","1171","c-MYC-ATPase-helicase complex","TIP49A"
"21371","1171","c-MYC-ATPase-helicase complex","PAF400"
"4125","1172","CBC complex (cap binding complex)","NCBP2"
"4126","1172","CBC complex (cap binding complex)","NCBP1"
"21372","1172","CBC complex (cap binding complex)","CBP20"
"21373","1172","CBC complex (cap binding complex)","CBP80"
"21374","1172","CBC complex (cap binding complex)","NCBP"
"4127","1173","TIP49-TIP48-BAF53 complex","ACTL6A"
"4128","1173","TIP49-TIP48-BAF53 complex","RUVBL2"
"4129","1173","TIP49-TIP48-BAF53 complex","RUVBL1"
"21375","1173","TIP49-TIP48-BAF53 complex","BAF53"
"21377","1173","TIP49-TIP48-BAF53 complex","BAF53A"
"21379","1173","TIP49-TIP48-BAF53 complex","INO80K"
"21380","1173","TIP49-TIP48-BAF53 complex","INO80J"
"21382","1173","TIP49-TIP48-BAF53 complex","TIP48"
"21384","1173","TIP49-TIP48-BAF53 complex","TIP49B"
"21385","1173","TIP49-TIP48-BAF53 complex","INO80H"
"21387","1173","TIP49-TIP48-BAF53 complex","NMP238"
"21389","1173","TIP49-TIP48-BAF53 complex","TIP49"
"21391","1173","TIP49-TIP48-BAF53 complex","TIP49A"
"4130","1174","PHAX-CBC complex (cap binding complex)","NCBP2"
"4131","1174","PHAX-CBC complex (cap binding complex)","NCBP1"
"4132","1174","PHAX-CBC complex (cap binding complex)","PHAX"
"21392","1174","PHAX-CBC complex (cap binding complex)","CBP20"
"21393","1174","PHAX-CBC complex (cap binding complex)","CBP80"
"21394","1174","PHAX-CBC complex (cap binding complex)","NCBP"
"21395","1174","PHAX-CBC complex (cap binding complex)","RNUXA"
"4133","1175","TRRAP-BAF53-HAT complex","ACTL6A"
"4134","1175","TRRAP-BAF53-HAT complex","TRRAP"
"21396","1175","TRRAP-BAF53-HAT complex","BAF53"
"21398","1175","TRRAP-BAF53-HAT complex","BAF53A"
"21400","1175","TRRAP-BAF53-HAT complex","INO80K"
"21401","1175","TRRAP-BAF53-HAT complex","PAF400"
"4135","1176","CRM1-RAN-PHAX-CBC complex (cap binding complex)","XPO1"
"4136","1176","CRM1-RAN-PHAX-CBC complex (cap binding complex)","NCBP2"
"4137","1176","CRM1-RAN-PHAX-CBC complex (cap binding complex)","RAN"
"4138","1176","CRM1-RAN-PHAX-CBC complex (cap binding complex)","NCBP1"
"4139","1176","CRM1-RAN-PHAX-CBC complex (cap binding complex)","PHAX"
"21402","1176","CRM1-RAN-PHAX-CBC complex (cap binding complex)","CRM1"
"21403","1176","CRM1-RAN-PHAX-CBC complex (cap binding complex)","CBP20"
"21404","1176","CRM1-RAN-PHAX-CBC complex (cap binding complex)","ARA24"
"21405","1176","CRM1-RAN-PHAX-CBC complex (cap binding complex)","CBP80"
"21406","1176","CRM1-RAN-PHAX-CBC complex (cap binding complex)","NCBP"
"21407","1176","CRM1-RAN-PHAX-CBC complex (cap binding complex)","RNUXA"
"4140","1177","Polycomb repressive complex 4","EED"
"4141","1177","Polycomb repressive complex 4","EZH2"
"4142","1177","Polycomb repressive complex 4","SIRT1"
"21409","1177","Polycomb repressive complex 4","KMT6"
"21410","1177","Polycomb repressive complex 4","SIR2L1"
"4143","1178","BCOR complex","HSPA8"
"4144","1178","BCOR complex","SKP1"
"4145","1178","BCOR complex","RING1"
"4146","1178","BCOR complex","BCOR"
"4147","1178","BCOR complex","RYBP"
"4148","1178","BCOR complex","KDM2B"
"4149","1178","BCOR complex","RNF2"
"4150","1178","BCOR complex","PCGF1"
"21411","1178","BCOR complex","HSC70"
"21413","1178","BCOR complex","HSP73"
"21415","1178","BCOR complex","HSPA10"
"21416","1178","BCOR complex","EMC19"
"21418","1178","BCOR complex","OCP2"
"21420","1178","BCOR complex","SKP1A"
"21422","1178","BCOR complex","TCEB1L"
"21423","1178","BCOR complex","RNF1"
"21424","1178","BCOR complex","KIAA1575"
"21425","1178","BCOR complex","DEDAF"
"21426","1178","BCOR complex","YEAF1"
"21427","1178","BCOR complex","CXXC2"
"21428","1178","BCOR complex","FBL10"
"21429","1178","BCOR complex","FBXL10"
"21430","1178","BCOR complex","JHDM1B"
"21431","1178","BCOR complex","PCCX2"
"21432","1178","BCOR complex","BAP1"
"21433","1178","BCOR complex","DING"
"21434","1178","BCOR complex","HIPI3"
"21435","1178","BCOR complex","RING1B"
"21436","1178","BCOR complex","NSPC1"
"21437","1178","BCOR complex","RNF68"
"4151","1179","CENP-A NAC-CAD complex","CENPC"
"4152","1179","CENP-A NAC-CAD complex","ITGB3BP"
"4153","1179","CENP-A NAC-CAD complex","CENPP"
"4154","1179","CENP-A NAC-CAD complex","CENPU"
"4155","1179","CENP-A NAC-CAD complex","CENPQ"
"4156","1179","CENP-A NAC-CAD complex","CENPL"
"4157","1179","CENP-A NAC-CAD complex","APITD1"
"4158","1179","CENP-A NAC-CAD complex","CENPT"
"4159","1179","CENP-A NAC-CAD complex","CENPN"
"4160","1179","CENP-A NAC-CAD complex","CENPK"
"4161","1179","CENP-A NAC-CAD complex","CENPO"
"4162","1179","CENP-A NAC-CAD complex","CENPH"
"4163","1179","CENP-A NAC-CAD complex","CENPM"
"21438","1179","CENP-A NAC-CAD complex","CENPC1"
"21439","1179","CENP-A NAC-CAD complex","ICEN7"
"21440","1179","CENP-A NAC-CAD complex","CENPR"
"21441","1179","CENP-A NAC-CAD complex","NRIF3"
"21443","1179","CENP-A NAC-CAD complex","ICEN24"
"21444","1179","CENP-A NAC-CAD complex","KLIP1"
"21445","1179","CENP-A NAC-CAD complex","MLF1IP"
"21446","1179","CENP-A NAC-CAD complex","PBIP1"
"21447","1179","CENP-A NAC-CAD complex","C6orf139"
"21448","1179","CENP-A NAC-CAD complex","C1orf155"
"21449","1179","CENP-A NAC-CAD complex","ICEN33"
"21450","1179","CENP-A NAC-CAD complex","CENPS"
"21452","1179","CENP-A NAC-CAD complex","FAAP16"
"21454","1179","CENP-A NAC-CAD complex","MHF1"
"21455","1179","CENP-A NAC-CAD complex","C16orf56"
"21457","1179","CENP-A NAC-CAD complex","ICEN22"
"21458","1179","CENP-A NAC-CAD complex","C16orf60"
"21459","1179","CENP-A NAC-CAD complex","ICEN32"
"21460","1179","CENP-A NAC-CAD complex","ICEN37"
"21461","1179","CENP-A NAC-CAD complex","ICEN36"
"21462","1179","CENP-A NAC-CAD complex","MCM21R"
"21463","1179","CENP-A NAC-CAD complex","ICEN35"
"21464","1179","CENP-A NAC-CAD complex","C22orf18"
"21465","1179","CENP-A NAC-CAD complex","ICEN39"
"21466","1179","CENP-A NAC-CAD complex","PANE1"
"343","118","GPI-GnT activity complex","PIGA"
"344","118","GPI-GnT activity complex","PIGH"
"345","118","GPI-GnT activity complex","PIGC"
"346","118","GPI-GnT activity complex","PIGQ"
"12963","118","GPI-GnT activity complex","GPI2"
"12964","118","GPI-GnT activity complex","GPI1"
"4164","1181","C complex spliceosome","SART1"
"4165","1181","C complex spliceosome","HNRNPR"
"4166","1181","C complex spliceosome","PLRG1"
"4167","1181","C complex spliceosome","AQR"
"4168","1181","C complex spliceosome","SYNCRIP"
"4169","1181","C complex spliceosome","CDC40"
"4170","1181","C complex spliceosome","SF3B1"
"4171","1181","C complex spliceosome","SNRNP200"
"4172","1181","C complex spliceosome","PRPF6"
"4173","1181","C complex spliceosome","SLU7"
"4174","1181","C complex spliceosome","SYF2"
"4175","1181","C complex spliceosome","HNRNPC"
"4176","1181","C complex spliceosome","SNRPB2"
"4177","1181","C complex spliceosome","HNRNPA1"
"4178","1181","C complex spliceosome","SNRPA1"
"4179","1181","C complex spliceosome","PABPC1"
"4180","1181","C complex spliceosome","SNRPB"
"4181","1181","C complex spliceosome","DDX5"
"4182","1181","C complex spliceosome","HNRNPA2B1"
"4183","1181","C complex spliceosome","HNRNPH1"
"4184","1181","C complex spliceosome","RBMX"
"4185","1181","C complex spliceosome","EIF4A3"
"4186","1181","C complex spliceosome","MTREX"
"4187","1181","C complex spliceosome","HNRNPA3"
"4188","1181","C complex spliceosome","HNRNPM"
"4189","1181","C complex spliceosome","HNRNPF"
"4190","1181","C complex spliceosome","MAGOH"
"4191","1181","C complex spliceosome","HNRNPK"
"4192","1181","C complex spliceosome","SNRPE"
"4193","1181","C complex spliceosome","SNRPF"
"4194","1181","C complex spliceosome","SNRPG"
"4195","1181","C complex spliceosome","LSM3"
"4196","1181","C complex spliceosome","SNRPD1"
"4197","1181","C complex spliceosome","SNRPD2"
"4198","1181","C complex spliceosome","SNRPD3"
"4199","1181","C complex spliceosome","HNRNPU"
"4200","1181","C complex spliceosome","U2AF1"
"4201","1181","C complex spliceosome","SRSF1"
"4202","1181","C complex spliceosome","SF3A3"
"4203","1181","C complex spliceosome","SF3B2"
"4204","1181","C complex spliceosome","PRPF4B"
"4205","1181","C complex spliceosome","SNW1"
"4206","1181","C complex spliceosome","FRG1"
"4207","1181","C complex spliceosome","DHX8"
"4208","1181","C complex spliceosome","EFTUD2"
"4209","1181","C complex spliceosome","SF3B3"
"4210","1181","C complex spliceosome","SF3A2"
"4211","1181","C complex spliceosome","SF3A1"
"4212","1181","C complex spliceosome","ZCCHC8"
"4213","1181","C complex spliceosome","PRPF8"
"4214","1181","C complex spliceosome","CWC27"
"4215","1181","C complex spliceosome","ALYREF"
"4216","1181","C complex spliceosome","SRRM1"
"4217","1181","C complex spliceosome","CACTIN"
"4218","1181","C complex spliceosome","DHX38"
"4219","1181","C complex spliceosome","PPWD1"
"4220","1181","C complex spliceosome","DGCR14"
"4221","1181","C complex spliceosome","SNRNP40"
"4222","1181","C complex spliceosome","CDC5L"
"4223","1181","C complex spliceosome","GPATCH1"
"4224","1181","C complex spliceosome","WDR83"
"4225","1181","C complex spliceosome","DDX23"
"4226","1181","C complex spliceosome","CRNKL1"
"4227","1181","C complex spliceosome","PPIL3"
"4228","1181","C complex spliceosome","PNN"
"4229","1181","C complex spliceosome","DHX35"
"4230","1181","C complex spliceosome","CWC22"
"4231","1181","C complex spliceosome","XAB2"
"4232","1181","C complex spliceosome","RBM22"
"4233","1181","C complex spliceosome","CWC15"
"4234","1181","C complex spliceosome","TFIP11"
"4235","1181","C complex spliceosome","DDX41"
"4236","1181","C complex spliceosome","RALY"
"4237","1181","C complex spliceosome","ISY1"
"4238","1181","C complex spliceosome","PRPF19"
"4239","1181","C complex spliceosome","PPIE"
"4240","1181","C complex spliceosome","SRRM2"
"4241","1181","C complex spliceosome","LSM2"
"4242","1181","C complex spliceosome","PPIL1"
"4243","1181","C complex spliceosome","RBM8A"
"21468","1181","C complex spliceosome","HNRPR"
"21470","1181","C complex spliceosome","KIAA0560"
"21471","1181","C complex spliceosome","HNRPQ"
"21472","1181","C complex spliceosome","NSAP1"
"21473","1181","C complex spliceosome","EHB3"
"21474","1181","C complex spliceosome","PRP17"
"21475","1181","C complex spliceosome","PRPF17"
"21476","1181","C complex spliceosome","SAP155"
"21477","1181","C complex spliceosome","ASCC3L1"
"21478","1181","C complex spliceosome","HELIC2"
"21479","1181","C complex spliceosome","KIAA0788"
"21480","1181","C complex spliceosome","C20orf14"
"21482","1181","C complex spliceosome","CBPIN"
"21483","1181","C complex spliceosome","GCIPIP"
"21484","1181","C complex spliceosome","HNRPC"
"21486","1181","C complex spliceosome","HNRPA1"
"21488","1181","C complex spliceosome","PAB1"
"21489","1181","C complex spliceosome","PABP1"
"21490","1181","C complex spliceosome","PABPC2"
"21491","1181","C complex spliceosome","COD"
"21492","1181","C complex spliceosome","SNRPB1"
"21493","1181","C complex spliceosome","G17P1"
"21494","1181","C complex spliceosome","HELR"
"21495","1181","C complex spliceosome","HLR1"
"21496","1181","C complex spliceosome","HNRPA2B1"
"21497","1181","C complex spliceosome","HNRPH"
"21498","1181","C complex spliceosome","HNRPH1"
"21499","1181","C complex spliceosome","HNRPG"
"21500","1181","C complex spliceosome","RBMXP1"
"21501","1181","C complex spliceosome","DDX48"
"21503","1181","C complex spliceosome","KIAA0111"
"21504","1181","C complex spliceosome","Dob1"
"21506","1181","C complex spliceosome","KIAA0052"
"21508","1181","C complex spliceosome","Mtr4"
"21510","1181","C complex spliceosome","SKIV2L2"
"21512","1181","C complex spliceosome","fSAP118"
"21513","1181","C complex spliceosome","HNRPA3"
"21514","1181","C complex spliceosome","HNRPM"
"21515","1181","C complex spliceosome","NAGR1"
"21516","1181","C complex spliceosome","HNRPF"
"21517","1181","C complex spliceosome","MAGOHA"
"21518","1181","C complex spliceosome","HNRPK"
"21520","1181","C complex spliceosome","PBSCF"
"21521","1181","C complex spliceosome","PBSCG"
"21524","1181","C complex spliceosome","SNRPD1"
"21526","1181","C complex spliceosome","SAFA"
"21528","1181","C complex spliceosome","U21.1"
"21530","1181","C complex spliceosome","GRIP120"
"21531","1181","C complex spliceosome","U2AF35"
"21532","1181","C complex spliceosome","U2AFBP"
"21533","1181","C complex spliceosome","ASF"
"21534","1181","C complex spliceosome","SF2"
"21535","1181","C complex spliceosome","SF2P33"
"21536","1181","C complex spliceosome","SFRS1"
"21537","1181","C complex spliceosome","SAP61"
"21538","1181","C complex spliceosome","SAP145"
"21539","1181","C complex spliceosome","KIAA0536"
"21540","1181","C complex spliceosome","PRP4"
"21541","1181","C complex spliceosome","PRP4H"
"21542","1181","C complex spliceosome","PRP4K"
"21543","1181","C complex spliceosome","SKIIP"
"21544","1181","C complex spliceosome","SKIP"
"21546","1181","C complex spliceosome","DDX8"
"21547","1181","C complex spliceosome","KIAA0031"
"21548","1181","C complex spliceosome","SNRP116"
"21549","1181","C complex spliceosome","KIAA0017"
"21550","1181","C complex spliceosome","SAP130"
"21551","1181","C complex spliceosome","SAP62"
"21552","1181","C complex spliceosome","SAP114"
"21554","1181","C complex spliceosome","PRPC8"
"21555","1181","C complex spliceosome","SDCCAG10"
"21556","1181","C complex spliceosome","ALY"
"21557","1181","C complex spliceosome","BEF"
"21558","1181","C complex spliceosome","THOC4"
"21559","1181","C complex spliceosome","SRM160"
"21560","1181","C complex spliceosome","C19orf29"
"21561","1181","C complex spliceosome","DDX38"
"21562","1181","C complex spliceosome","KIAA0224"
"21563","1181","C complex spliceosome","PRP16"
"21564","1181","C complex spliceosome","KIAA0073"
"21565","1181","C complex spliceosome","DGCR13"
"21566","1181","C complex spliceosome","DGSH"
"21567","1181","C complex spliceosome","DGSI"
"21568","1181","C complex spliceosome","ES2"
"21569","1181","C complex spliceosome","PRP8BP"
"21570","1181","C complex spliceosome","SFP38"
"21571","1181","C complex spliceosome","WDR57"
"21572","1181","C complex spliceosome","KIAA0432"
"21573","1181","C complex spliceosome","PCDC5RP"
"21574","1181","C complex spliceosome","ECGP"
"21575","1181","C complex spliceosome","GPATC1"
"21576","1181","C complex spliceosome","MORG1"
"21578","1181","C complex spliceosome","CRN"
"21580","1181","C complex spliceosome","DRS"
"21581","1181","C complex spliceosome","MEMA"
"21582","1181","C complex spliceosome","C20orf15"
"21583","1181","C complex spliceosome","DDX35"
"21584","1181","C complex spliceosome","KIAA1604"
"21585","1181","C complex spliceosome","NCM"
"21586","1181","C complex spliceosome","HCNP"
"21587","1181","C complex spliceosome","KIAA1177"
"21588","1181","C complex spliceosome","SYF1"
"21589","1181","C complex spliceosome","ZC3H16"
"21590","1181","C complex spliceosome","C11orf5"
"21591","1181","C complex spliceosome","STIP"
"21592","1181","C complex spliceosome","ABS"
"21593","1181","C complex spliceosome","HNRPCL2"
"21594","1181","C complex spliceosome","P542"
"21595","1181","C complex spliceosome","KIAA1160"
"21596","1181","C complex spliceosome","NMP200"
"21597","1181","C complex spliceosome","PRP19"
"21598","1181","C complex spliceosome","SNEV"
"21599","1181","C complex spliceosome","CYP33"
"21600","1181","C complex spliceosome","KIAA0324"
"21601","1181","C complex spliceosome","SRL300"
"21602","1181","C complex spliceosome","SRM300"
"21603","1181","C complex spliceosome","C6orf28"
"21604","1181","C complex spliceosome","G7B"
"21605","1181","C complex spliceosome","CYPL1"
"21606","1181","C complex spliceosome","RBM8"
"21608","1181","C complex spliceosome","Y14"
"4244","1182","CDC5L core complex","PLRG1"
"4245","1182","CDC5L core complex","BCAS2"
"4246","1182","CDC5L core complex","HSPA8"
"4247","1182","CDC5L core complex","GCN1"
"4248","1182","CDC5L core complex","CDC5L"
"4249","1182","CDC5L core complex","PRPF19"
"21610","1182","CDC5L core complex","DAM1"
"21611","1182","CDC5L core complex","HSC70"
"21613","1182","CDC5L core complex","HSP73"
"21615","1182","CDC5L core complex","HSPA10"
"21616","1182","CDC5L core complex","GCN1L1"
"21617","1182","CDC5L core complex","KIAA0219"
"21618","1182","CDC5L core complex","KIAA0432"
"21619","1182","CDC5L core complex","PCDC5RP"
"21620","1182","CDC5L core complex","NMP200"
"21621","1182","CDC5L core complex","PRP19"
